label;count;min;median;mean;max;std;centroid_norm;aliases
Chocolate Star;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Chrissy Ann;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Chrissy Curves;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Chrissy Fox;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Chrissy Marie;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Chrissy Monroe;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christa Speck;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christel A Lea;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christel Starr;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christi Cats;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christian XXX;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christie Dom;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Christie Jenna;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christin Black;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christina Carris;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Christina Cruise;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christina Goins;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christina Marie Leardini;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christina Moure;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Christina Smith;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christina Starr;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christina X;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christine Alexis;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christine Carollo;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christine Diamond;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christine Love;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Christine Michaels;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christine Young;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christy Ley;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Christy V;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Ciara Ryder;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cici Love;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cici Sweet;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cierra Avalon;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Cindi Thompson;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cindy Behr;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cindy Blueberry;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cindy Cooper;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cindy Cupps;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Cindy Jones;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cindy Lou;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cindy Shine;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cintya Aston;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cj Bridge;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Clair Brooks;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Claire Castel;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Claire Heart;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Claire James;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Clara Mabee;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Clara Red;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Clara Reed;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Clara Trinity;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Clare Richards;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Claudia Adkins;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Claudia Bavel;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Claudia Casali;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Claudia Downs;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Claudia Price;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Cleo Cadillac;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Cleo Starr;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cloe Del Mare;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Coco;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Coco Charnelle;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Coco Lovecock;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Coco Pink;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Coco Valentina;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Codie Sweets;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cody Lovett;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cody Renee;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cole Conners;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cole Esenwein;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Colette Adams;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Colette W;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Connie Smith;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Constanse Dennie;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cora Comfort;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Coralee Summers;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cori Gates;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Corina Jayden;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Corina Rain;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Corinna Kay;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cornelia Quinn;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Corsen Gilroy;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cory Nixx;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Courtney Anne;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Courtney Brooks;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Courtney Laudner;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Courtney Lightspeed;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Courtney Martin;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Courtney Page;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Courtney Tugwell;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Crazy Alisha;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cricket;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Crismary Hernandes;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Crissy Cums;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Cristal May;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cristal Panigale;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cristal Pires;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cristin Anchen;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cristina Blond;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cristina Miller;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cristy Lynn;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Crystal Blue;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Crystal Chase;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Crystal Coxxx;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Crystal Lee;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Crystal Lopez;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Crystal Ray;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Crystal Rayne;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Crystal Richi;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Crystal Sparx;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Crystal Star;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Crystal Storm;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Crystal Valentine;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cyndi Wood;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Cynthia Hill;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Cynthia Lavigne;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Cynthia Lea;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cynthia Moore;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Cynthia Vellons;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Cyprus Isles;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
D Arclyte;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
DD Ventura;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daiana King;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Daiquiri Divine;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Daisy 19;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daisy Cake;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daisy Dash;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daisy Devine;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daisy Fuentes;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daisy Hot;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daisy Layne;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daisy Leon;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Daisy Lou;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Daisy Lynn;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Daisy May;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Daisy Rose;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daisy Woods;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daizie Kellog;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Daizie Kellogg;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daizy Cooper;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dajah Wallace;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dakota Bleu;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dakota Charms;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dakota James;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dakota Pink;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dakota Rae;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dakota Tyler;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Dalene Kurtis;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dalia Dayze;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dalia Tate;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dallas Blaze;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dame Wright;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dan Dangler;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dana Hayes;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dana Rey;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dana Wolf;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Dani Arcadia;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Dani Love;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dani Lynn;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Danica Collins;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Danica James;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daniela Matarazzo;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Daniela Orth;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Daniela Ortiz;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daniella Bae;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daniella Bella;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daniella Duarte;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daniella English;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Daniella Mae;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Daniella Mugnolo;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daniella Vioti;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Danielle Diamond;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Danielle Fox;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Danielle Frost;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Danielle Nicole;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Danielle Reage;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Danielle Reid;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Danielle Renae;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Danielle Sellers;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Danika Pierce;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Danira Love;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Danni Dawson;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Danni King;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Danniella Levy;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Danny Hernandez;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Danyel Cheeks;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daphne Carter;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daphne Flor;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Daphne Klyde;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Daphne Rosen;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daphnee Lecerf;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dara Bubamara;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dara Deep;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dara Lee;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Darah Kay;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Darcy Dark;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Darcy Rosa;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Darcy Tyler;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daria E Ilze;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Darien Ross;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Darling Darla;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Darryl Hanah;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Darth Lacey;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dasha Astafieva;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Dasha Gold;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Dasha Squires;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Davia Ardell;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dawn Davenport;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Dawn Stone;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daya Knight;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dayana Cruz;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Daylynn Thomas;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dayna Vendetta;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Daytona Daniels;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Deadra Dee;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Deana Dulce;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Deanna Baldwin;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Deanna Dare;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Deanna Greene;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Deauxma;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Debbie Bramwell;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Debbie Dial;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Debbie Jordan;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Debbie Kruck;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Debbie Vogel;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Debora Rush;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Decollector;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dede Bloom;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Dede Lopez;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dee Dee Derian;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Dee Delmar;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Deena Daniels;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Deena Duos;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Deidre Pagnanelli;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Deirdre Collins;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Deja Chan;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Deja Move;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Delilah Blue;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Delilah Day;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Delilah Grace;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Delilah Strong;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Delta Hauser;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Delz Angel;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Dema;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Demetri XXX;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Demi Delia;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Demi Diveena;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Demi Hawks;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Demi Jade;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Demi La Rue;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Demi Lopez;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Demi Lowe;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Demi Nova;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Demi Sutra;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Demmi Valentine;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Dena Anne;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dena Caly;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dena Colegiala;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Denice Dark;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Denice K;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Denisa;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Denise Day;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Denise Everheart;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Denise Milani;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Desirae Spencer;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Desire Delgoto;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Desire Ware;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Desiree Devine;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Desiree Diamond;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Desiree Jacobsen;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Destiny Dior;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Destiny Jaymes;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Destiny Love;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Destiny Marshall;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Destiny Rose;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Devi Lynne;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Devil Red;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Devin Taylor;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Devon Daniels;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Devon Lee;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Devyn Cole;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Devyn Divine;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Devyn Heart;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Deziree Monroe;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Di Devi;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Dia Zerva;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Diamond;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Diamond Banks;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Diamond Jackson;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Diamond Monrow;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Diana Bronce;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Diana Jay;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Diana Lins;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Diana Mackie;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Diana Sedova;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Diana Wynn;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Diana Zilli;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Diane Andrews;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Diane Chrystall;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dillan Lauren;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dina Al Sabah;1;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.9999999403953552;0.0;0.9999999403953552;
Dina Joy;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dirty Demi;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Disha Yudina;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Dita Vetone;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Dollie Darko;1;1.0000001192092896;1.0000001192092896;1.0000001192092896;1.0000001192092896;0.0;0.9999999403953552;
Dolly Bee;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dolly Diore;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dolly Dyson;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dolly Naught;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
Dolly X;1;1.0;1.0;1.0;1.0;0.0;0.9999999403953552;
