Rank;Person A;Person B;Recommendation;Uncertainty Score;Samples A;Samples B;Fail Rate A;Fail Rate B;Fail Reasons A;Fail Reasons B;Intra Variance A;Intra Variance B;Confusion Distance;Outliers A;Outliers B;Issue A;Issue B
46;Yayoi Yanagida;Ayako Fuji;Hög varians i Yayoi Yanagida tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Yayoi Yanagida har 88% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.444;6;18;88%;45%;"high_yaw(29); no_faces(7); low_focus(7)";"high_yaw(14); no_faces(1)";0.2888;0.1289;0.5904;1;0;"Få träningsbilder (6 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Ayako Fuji (avstånd 0.590); Hög andel misslyckade bilder (88%); 1 outlier-embedding(s)";Ömsesidig förväxling med Yayoi Yanagida (avstånd 0.590)
47;Hitomi Kanou;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 96% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.442;2;;96%;;"no_faces(25); high_yaw(17); low_focus(6)";;0.2590;;0.6209;0;;"Mycket få träningsbilder (2 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (96%)";
48;Yumi Hirayama;Juri Kitahara;Hög varians i Juri Kitahara tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Yumi Hirayama har 88% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.440;4;9;88%;31%;ok(30);"high_yaw(3); no_faces(1)";0.2206;0.3492;0.5104;0;0;"Få träningsbilder (4 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Juri Kitahara (avstånd 0.510); Hög andel misslyckade bilder (88%)";"Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Yumi Hirayama (avstånd 0.510)"
49;Riley Cyriis;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 72% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.440;7;;72%;;"no_faces(10); high_yaw(7); low_focus(1)";;0.3735;;0.6205;1;;"Få träningsbilder (7 st); Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (72%); 1 outlier-embedding(s)";
50;Brooklyn Jane;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 62% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.437;3;;62%;;"no_faces(3); high_yaw(2)";;0.3494;;0.7127;0;;"Mycket få träningsbilder (3 st); Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (62%)";
51;Willow Lynn;Molly O Dell;Extremt lika embeddings (avstånd 0.011). Kan vara samma person under olika namn, eller blandade bilder i bådas mappar. → Kontrollera bilderna i båda mapparna. Om samma person: merge. Om olika: rensa felplacerade bilder.;0.437;57;47;40%;0%;"ok(32); no_faces(8); high_yaw(8)";;0.1708;0.1769;0.0106;2;3;"Ömsesidig förväxling med Molly O Dell (avstånd 0.011); 2 outlier-embedding(s)";"Ömsesidig förväxling med Willow Lynn (avstånd 0.011); 3 outlier-embedding(s)"
52;Anna Mihashi;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 75% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.436;8;;75%;;"high_yaw(17); no_faces(5); low_focus(2)";;0.4890;;0.6867;0;;"Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (75%)";
53;Chie Inamori;Yui Hatano;Hög varians i Chie Inamori tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Chie Inamori har 81% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Yui Hatano har 60% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.436;9;20;81%;60%;"no_faces(20); high_yaw(14); low_focus(5)";"high_yaw(18); no_faces(6); low_focus(5)";0.4482;0.2104;0.5526;0;1;"Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Yui Hatano (avstånd 0.553); Hög andel misslyckade bilder (81%)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Chie Inamori (avstånd 0.553); Hög andel misslyckade bilder (60%); 1 outlier-embedding(s)"
54;Stevie Knicks;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 89% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.436;5;;89%;;"high_yaw(23); no_faces(17)";;0.3607;;0.6769;0;;"Få träningsbilder (5 st); Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (89%)";
55;Stacy Cream;Bridgette Banks;Hög varians i Stacy Cream tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Stacy Cream har 88% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.434;5;27;88%;44%;"no_faces(22); high_yaw(11); low_focus(2)";ok(21);0.3597;0.2086;0.6100;0;1;"Få träningsbilder (5 st); Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Bridgette Banks (avstånd 0.610); Hög andel misslyckade bilder (88%)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Stacy Cream (avstånd 0.610); 1 outlier-embedding(s)"
56;Ruth Blackwell;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 88% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.431;2;;88%;;"no_faces(9); high_yaw(5)";;0.2539;;0.6941;0;;"Mycket få träningsbilder (2 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (88%)";
57;Saya Tachibana;Rin Momoka;Hög varians i Saya Tachibana tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Saya Tachibana har 63% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Rin Momoka har 88% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Rin Momoka har bara 2 bilder – samla fler träningsbilder.;0.431;7;2;63%;88%;"low_focus(8); high_yaw(4)";"high_yaw(10); low_focus(4); no_faces(1)";0.2575;0.1019;0.5104;1;0;"Få träningsbilder (7 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Rin Momoka (avstånd 0.510); Hög andel misslyckade bilder (63%); 1 outlier-embedding(s)";"Mycket få träningsbilder (2 st); Ömsesidig förväxling med Saya Tachibana (avstånd 0.510); Hög andel misslyckade bilder (88%)"
58;Ashly Dieter;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen.;0.429;7;;46%;;"high_yaw(5); low_focus(1)";;0.5683;;0.6525;0;;"Få träningsbilder (7 st); Hög varians – troligen blandade identiteter i mappen";
59;Scarlett Scott;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 84% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.427;5;;84%;;"no_faces(12); low_focus(7); high_yaw(7)";;0.3523;;0.6758;0;;"Få träningsbilder (5 st); Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (84%)";
60;Quinn Waters;Brooke Banks;Personerna har liknande ansiktsdrag (avstånd 0.199). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder.;0.424;63;11;48%;0%;"high_yaw(24); no_faces(10)";;0.1895;0.1851;0.1991;4;0;"Ömsesidig förväxling med Brooke Banks (avstånd 0.199); 4 outlier-embedding(s)";Ömsesidig förväxling med Quinn Waters (avstånd 0.199)
61;Tina Dove;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 85% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.423;2;;85%;;"no_faces(7); high_yaw(2); low_focus(2)";;0.2435;;0.6751;0;;"Mycket få träningsbilder (2 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (85%)";
62;Reina Nishio;Seira Rando;Personerna har liknande ansiktsdrag (avstånd 0.482). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Reina Nishio har 91% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Reina Nishio har bara 2 bilder – samla fler träningsbilder. | Seira Rando har bara 3 bilder – samla fler träningsbilder.;0.423;2;3;91%;0%;"ok(26); no_faces(12); high_yaw(9)";;0.0759;0.0000;0.4817;0;0;"Mycket få träningsbilder (2 st); Ömsesidig förväxling med Seira Rando (avstånd 0.482); Hög andel misslyckade bilder (91%)";"Mycket få träningsbilder (3 st); Ömsesidig förväxling med Reina Nishio (avstånd 0.482)"
63;Alexsis Sweet;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 84% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.422;8;;84%;;"no_faces(32); high_yaw(10)";;0.4435;;0.7014;0;;"Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (84%)";
64;Audie Larnock;Auddi;Extremt lika embeddings (avstånd 0.013). Kan vara samma person under olika namn, eller blandade bilder i bådas mappar. → Kontrollera bilderna i båda mapparna. Om samma person: merge. Om olika: rensa felplacerade bilder.;0.419;16;24;46%;0%;"high_yaw(12); low_focus(9); no_faces(7)";;0.1464;0.1482;0.0131;0;1;Ömsesidig förväxling med Auddi (avstånd 0.013);"Ömsesidig förväxling med Audie Larnock (avstånd 0.013); 1 outlier-embedding(s)"
65;Cherry Stone;Elis Black;Personerna har liknande ansiktsdrag (avstånd 0.585). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Cherry Stone har 88% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.415;6;27;88%;27%;"no_faces(22); high_yaw(12); low_focus(10)";ok(10);0.2239;0.1698;0.5853;1;3;"Få träningsbilder (6 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Elis Black (avstånd 0.585); Hög andel misslyckade bilder (88%); 1 outlier-embedding(s)";"Ömsesidig förväxling med Cherry Stone (avstånd 0.585); 3 outlier-embedding(s)"
66;Zhaddie Grey;Aleya Sun;Hög varians i Zhaddie Grey tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Zhaddie Grey har 56% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.415;4;5;56%;44%;ok(5);ok(4);0.3522;0.1967;0.7043;0;0;"Få träningsbilder (4 st); Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Aleya Sun (avstånd 0.704); Hög andel misslyckade bilder (56%)";"Få träningsbilder (5 st); Ömsesidig förväxling med Zhaddie Grey (avstånd 0.704)"
67;Heather Kelly;Caroline Lynx;Hög varians i Heather Kelly tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Heather Kelly har 79% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.414;5;35;79%;44%;ok(19);ok(28);0.3362;0.2073;0.6585;0;1;"Få träningsbilder (5 st); Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Caroline Lynx (avstånd 0.658); Hög andel misslyckade bilder (79%)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Heather Kelly (avstånd 0.658); 1 outlier-embedding(s)"
68;Yayoi Hayase;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen.;0.414;4;;33%;;ok(2);;0.3940;;0.7001;0;;"Få träningsbilder (4 st); Hög varians – troligen blandade identiteter i mappen";
69;Yuri Etou;Hikaru Kirishima;Personerna har liknande ansiktsdrag (avstånd 0.516). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Yuri Etou har 88% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.414;4;35;88%;38%;ok(29);ok(21);0.1762;0.1579;0.5165;0;2;"Få träningsbilder (4 st); Ömsesidig förväxling med Hikaru Kirishima (avstånd 0.516); Hög andel misslyckade bilder (88%)";"Ömsesidig förväxling med Yuri Etou (avstånd 0.516); 2 outlier-embedding(s)"
70;Jaylyn Rose;Bella Starr;Hög varians i Jaylyn Rose tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Bella Starr har bara 2 bilder – samla fler träningsbilder.;0.413;7;2;50%;38%;ok(7);"no_faces(14); high_yaw(6); low_focus(1)";0.3599;0.1361;0.5231;0;0;"Få träningsbilder (7 st); Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Bella Starr (avstånd 0.523)";"Mycket få träningsbilder (2 st); Ömsesidig förväxling med Jaylyn Rose (avstånd 0.523)"
71;Penelope;Penelope Reed;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Penelope' och 'Penelope Reed' i merge.txt. | Penelope har 76% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Penelope Reed har 68% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.413;12;16;76%;68%;"no_faces(21); high_yaw(15); low_focus(2)";"high_yaw(19); no_faces(10); low_focus(5)";0.5167;0.2423;0.5865;1;1;"Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Penelope Reed (avstånd 0.587); Hög andel misslyckade bilder (76%); 1 outlier-embedding(s)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Penelope (avstånd 0.587); Hög andel misslyckade bilder (68%); 1 outlier-embedding(s)"
72;Carrie Beckett;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen.;0.411;4;;33%;;ok(2);;0.3888;;0.6488;0;;"Få träningsbilder (4 st); Hög varians – troligen blandade identiteter i mappen";
73;Gisele Carioca;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 71% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.411;2;;71%;;ok(5);;0.2453;;0.7174;0;;"Mycket få träningsbilder (2 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (71%)";
74;Rocky Pebbles;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 82% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.410;2;;82%;;ok(9);;0.2239;;0.7048;0;;"Mycket få träningsbilder (2 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (82%)";
75;Ambyr Childers;Olivia Preston;Hög varians i Ambyr Childers tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Olivia Preston har 52% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Ambyr Childers har bara 3 bilder – samla fler träningsbilder.;0.410;3;24;50%;52%;ok(3);"high_yaw(24); low_focus(1); no_faces(1)";0.3192;0.1807;0.6660;0;1;"Mycket få träningsbilder (3 st); Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Olivia Preston (avstånd 0.666)";"Ömsesidig förväxling med Ambyr Childers (avstånd 0.666); Hög andel misslyckade bilder (52%); 1 outlier-embedding(s)"
76;Cassey Chasem;Vanessa Albright;Personerna har liknande ansiktsdrag (avstånd 0.227). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Cassey Chasem har 51% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Vanessa Albright har 56% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.409;31;31;51%;56%;"high_yaw(26); no_faces(4); low_focus(1)";"low_focus(20); high_yaw(13); no_faces(7)";0.2104;0.1636;0.2265;1;2;"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Vanessa Albright (avstånd 0.227); Hög andel misslyckade bilder (51%); 1 outlier-embedding(s)";"Ömsesidig förväxling med Cassey Chasem (avstånd 0.227); Hög andel misslyckade bilder (56%); 2 outlier-embedding(s)"
77;Vyness Lucero;;76% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.409;4;;76%;;"no_faces(5); low_focus(5); high_yaw(3)";;0.2987;;0.6572;0;;"Få träningsbilder (4 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (76%)";
78;Elisabeth Dime;Kirstin Dillon;Hög varians i Elisabeth Dime tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Elisabeth Dime har 81% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.409;7;46;81%;38%;ok(30);ok(28);0.2941;0.2349;0.6119;1;3;"Få träningsbilder (7 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Kirstin Dillon (avstånd 0.612); Hög andel misslyckade bilder (81%); 1 outlier-embedding(s)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Elisabeth Dime (avstånd 0.612); 3 outlier-embedding(s)"
79;Catherine Ringer;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen.;0.409;4;;43%;;ok(3);;0.3658;;0.6951;0;;"Få träningsbilder (4 st); Hög varians – troligen blandade identiteter i mappen";
80;Chinatsu Koizumi;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen.;0.409;5;;44%;;ok(4);;0.3960;;0.6241;0;;"Få träningsbilder (5 st); Hög varians – troligen blandade identiteter i mappen";
81;Isabeli Fontana;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 67% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.408;4;;67%;;ok(8);;0.3162;;0.6969;0;;"Få träningsbilder (4 st); Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (67%)";
82;Vera C Valene;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen.;0.408;5;;17%;;ok(1);;0.4490;;0.7088;0;;"Få träningsbilder (5 st); Hög varians – troligen blandade identiteter i mappen";
